job_title,job_category,company,location,region,salary,link,summary
Business Intelligence Lead - AWS/Tableau,Business Intelligence,Michael Page,Melbourne VIC,Victoria,"$140,000 - $160,000 a year",https://au.indeed.com//rc/clk?jk=bba5de2798347cf7&fccid=77087bd1709a8148&vjs=3,"Are you looking to step up into a BI lead role?

Work for one of Melbourne's most highly regarded BI teams.

About Our Client
Work with an Australian business that has been around for over 150 years. This organisation has undergone significant positive restructure over the last 12 months, and is looking at adding further lead development talent into a successful Agile way of working.

Job Description
The key responsibilities for this role are as follows:

Assist to navigate the team as it transitions from MSBI to AWS/Native environment
Develop data warehouses
Use best practice to gather requirements, model data, and implement desired systems
Manage end to end projects to develop Business Intelligence solutions (ETLs,CUBEs,Reports,Dashboards etc)
While there will initially be no direct reports for this role, you will be expected to act as a leader and lean on your existing experience to benefit the growth and development of the team
Work closely with Data Engineer and Data Science teams
The Successful Applicant
The successful applicant for this position will fit most, if not all, of the below criteria:

5+ Years Experience using the MS BI Stack, this role will draw on your SSIS skills in particular
Experience with Tableau will be relevant for this role.
Demonstrated experience gathering requirements and working with stakeholders
Ideally will have experience with working on and delivering large projects.
What's on Offer
Situated in the heart of Melbourne at the doorstep of the closest train station, this business is in a state-of-the-art purpose-built building.

In this role you will have ample opportunity to up-skill, grow and progress your career. There is also an abundance of opportunity to move laterally across the business down the track, whether it be in different business verticals doing BI, or maybe even progress to something different like data science.

Contact:
Tim Dillon"
Business Intelligence Consultants / Data Warehouse Developer,Business Intelligence,Zone IT Solutions,Melbourne VIC,Victoria,"$90,000 - $180,000 a year",https://au.indeed.com//rc/clk?jk=99c1c1215456b797&fccid=2939b66dc7c2f128&vjs=3,"We are looking for a DataWarehouse Technical Architect for a Contract role in Melbourne.

Requirements:

Candidate with 8+ Years of experience as DWH Architect with experience of Data Warehousing & BI implementations
Should have led on the design and implementation of an E2E Data warehousing implementation including source system integration and data lake implementation in a Big Data environment, with knowledge of BigData/Hadoop
Should have Telecom Domain experience and knowledge of various Telecom specific B/OSS applications and Telecom Industry Related Business Reports and Management Dashboards.

Benefits:
About Us
Zone IT Solutions is Australia based Recruitment company. We specialize in ERP and larger IT Services. We offer flexible, efficient and collaborative solutions to any organization that requires IT, experts. Our agile, agnostic and flexible solutions will help you source the IT Expertise you need. Our delivery Offices are in Melbourne, Sydney, Singapore, and India. If you are looking for new opportunities your profile at Careers@zoneitsolutions.com or contact us at 0434189909
Also follow our LinkedIn page for new job opportunities and more.

Zone IT Solutions is an equal opportunity employer and our recruitment process focuses on essential skills and abilities. We welcome applicants from a diverse range of backgrounds, including Aboriginal and Torres Strait Islander peoples, people from culturally and linguistically diverse (CALD) backgrounds and people with disabilities."
Business Intelligence Developer,Business Intelligence,Aurec,Melbourne VIC,Victoria,"$100,000 - $110,000 a year",https://au.indeed.com//rc/clk?jk=6159aa4f560de5f6&fccid=73064d8533821f6b&vjs=3,"Work with the latest in BI & Analytics
Gain exposure to cloud technologies
ASAP start
Business Intelligence Developer / End User / Melbourne Inner Suburbs / $100-110k package


The business intelligence and analytics market is growing rapidly and there's no better time than now to position yourself and drive your career forward!

My client is an established organisation in Australia and they have a passionate and vibrant culture. Due to a number of projects coming up, my client is looking for an additional BI Developer for their team. This is a great opportunity for you to gain exposure in cloud BI & Analytics if you haven't had the chance!

To be successful for this role, you would be/have:

Proficient in T-SQL, stored procedures and SQL queries
Strong ETL skills using SSIS
Comfortable working with complex data and multiple data sources
Good knowledge in SSRS and SSAS
Developed reports and dashboards in Tableau
A self-starter with effective communication skills and ability to consult business stakeholders
Experience in cloud technologies like Google Cloud, AWS, Azure, Snowflake (nice to have)


If you want to be challenged and work with a team of dedicated and passionate professionals, this is the opportunity for you! Apply now or contact Joseph Lee for a confidential discussion.

Business Intelligence / BI / SQL / T-SQL / SSIS / SSRS / SSAS / Tableau / Google Cloud / AWS / Azure / Snowflake / Cloud / End User / Melbourne / VIC
BBBH43737_156990669555665"
Oracle Business Intelligence Developer,Business Intelligence,Finite IT,Melbourne VIC,Victoria,$80 - $100 an hour,https://au.indeed.com//rc/clk?jk=2843d006ea21f3ab&fccid=8ea6dbf86d77fd6e&vjs=3,"BI Developer – Oracle
Daily-rate Contract | Exciting BI focused Projects | Engage with the business | ODI | OBIEE | Data modelling
The Client

Our client is currently going through a large transformation program with a focus on Business Intelligence and Data. This international organisation is changing the way it interacts with its market and customers. Following trends in the industry, this company is working through a number of initiatives that will be beneficial to customer and the community for years to come. There’s a buzz within the organisation and the culture is second-to-none.
Your valued technical skills –
 5 years + experience in a Business Intelligence Reporting and Data Warehouse focused capacity
 OBIEE
 Oracle DB (12c)
 Extracting multiple data files into a staging area
 Integration experience within OBIEE Logical Data Models
Your values –
 Team player
 Excellent communication skills
 Passionate about Business Intelligence and data
 A hunger to learn
Rowben Consulting Information Technology specialise in IT positions. If you are interested in this role, or any IT related opportunities, please apply or contact Alexandra Jessop for a confidential discussion on (03) 9617 3904

(AJ)46366"
Microsoft Business Intelligence Practice Lead,Business Intelligence,BI & DW,Melbourne VIC,Victoria,"$200,000 a year",https://au.indeed.com//rc/clk?jk=5fcfe8eb454719a6&fccid=d65c15dc99bf8b81&vjs=3,"A dynamic international Microsoft Gold Partner Professional Services company is looking for a Practice Lead to manage their Microsoft Business Intelligence practice within their Data & Analytics division based in Melbourne

What's In It for You

A competitive permanent salary package (~$200k+) and the opportunity to work with large enterprise clients in many verticals including financial services, FMCG's, retail, government, health industries and more!

The role

Within the larger Data & Analytics division of this international professional services company, there is a requirement for a Microsoft Business Intelligence Practice Lead to manage all things Data & Microsoft. The role will entail pre-sales working with their business development team, staff management, high level Microsoft BI solution architecture, financial performance monitoring and of course the ability to role your sleeves up when necessary

The skills needed

The ideal candidate for this true technical consulting role will have some or all of the following experience:

Microsoft Platform knowledge on Azure, Power BI, SQL Server, the Microsoft BI and hybrid/cloud stack and offering
Pre sales and a commercially savvy business outlook
Any professional services management experience is highly thought of
Management of staff both technically and from a mentoring perspective
Business Intelligence design and implementation using Microsoft Business Intelligence stack (SSIS, SSAS and SSRS)
Ideally Data Factory and Databricks exposure and/or experience
Ideally previous Professional services experience with niche consultancies in the Australian, South African, North American or European marketplaces
PowerBI/Excel BI using tabular models, Power Pivot, Power BI Desktop & Power query
SSAS tabular data model design, optimisation and query using DAX
SSIS design and development of ETL workflows, SSIS automation using C# and BIML
Complex MDX scripting
MOLAP,ROLAP
Data warehouse solution architecture
Client engagement including prototype reviews and requirements gathering
Data modelling: Data Vault 1/2, Dimensional/Kimball, 3NF/Inmon
Business process analysis and modelling
Documentation (business focused, technology focused and project focused)
Technical team management and mentoring

Salary levels as stated are excellent and remuneration will match your experience.


The role is a fast-paced, exciting position and is an opportunity to develop a broad range of high-demand skills. Projects are team-based and highly collaborative, and the solutions being developed for their clients are driving tremendous value.

Candidates can be sponsored for the role but you will need to be exceptional and fit the above criteria"
IBM Research Scientist Data Scientist – Melbourne,Data Scientist,IBM,Melbourne VIC,Victoria,"$89,250 a year",https://au.indeed.com//rc/clk?jk=6c02bb6797a35086&fccid=de71a49b535e21cb&vjs=3,"Introduction
From landing the first astronauts on the moon to building the first cognitive system to win Jeopardy! IBM with its diverse culture, continues to be the innovative spark of the computing revolutions that shape our world. At the core of IBM’s innovation are its 12 global research labs. IBM Research Australia is a young, proud and diverse community working on industry solutions, conceiving, designing and building next generation enterprise systems.

Your Role and Responsibilities
IBM Research Scientist Data Scientist – Melbourne
Offered on a permanent regular employment basis or on a fixed term 24 months basis
Work in 1 of IBM’s 12 Global Research Labs
Position based Melbourne
Compensation package from $89,250 (full-time equivalent inclusive of superannuation) and will be determined based on successful candidate’s relevant skills and experience.

From landing the first astronauts on the moon to building the first cognitive system to win Jeopardy! IBM with its diverse culture, continues to be the innovative spark of the computing revolutions that shape our world. At the core of IBM’s innovation are its 12 global research labs. IBM Research Australia is a young, proud and diverse community working on industry solutions, conceiving, designing and building next generation enterprise systems.
IBM Research is looking for Research Scientist candidates to fill a position in our Health Care team, though interest in other domains (e.g. Financial Services, Government) is also welcome. The teams focus is designing and developing novel AI techniques and established machine learning methods to health care and related industries. The team is proactive both in publishing our work in top academic conferences as well as demonstrating its value with clients.
What will I be doing?
Working in a team on client and internal data science projects, often in health, finance and government
Fundamental research into machine learning (including deep learning) methods and their application to health, finance and government dataWriting, presenting and communicating research strategy and results to wide varieties of audience

What skills will I need?
Demonstrated experience developing statistical and machine learning models,Experience working with big data sets, especially in secure environmentsLifecycle of machine learning project development and managementDomain knowledge in either healthcare and life sciences, financial industry or government.

What experience do I need?
At least two years of experience after a Doctorate Degree in Computer Science or related fieldExperience in software development, within teams, within Python and other comparable scientific and statistical programming environmentsDemonstrated some experience with deep learning on top of open source frameworksDemonstrated academic output documented via journal/conference publications in the field
Application's for this role close on the 4th August 2019
EO Statement
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, colour, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.
Sign me up!
If you tick these boxes, and are ready to start your next challenge with a career at IBM – click “Apply” today. To find out more, head to www.ibm.com.au/careers



Required Professional and Technical Expertise
As above


Preferred Professional and Technical Expertise
As above

About Business Unit
With more than 3,000 researchers in 12 labs located across six continents, IBM Research brings together hundreds of researchers who possess unparalleled industry expertise to address some of the world's most challenging problems. Join us as we do pioneering work in areas such as cognitive computing, augmented intelligence, quantum computing, and blockchain, to name a few.

Your Life @ IBM
IBM Research is looking for Postdoctoral research candidates to fill a position in our Health Care and Life Sciences and Financial Services teams. We focus on designing and developing novel AI techniques, including using NLP, to health care and related industries. The team is proactive both in publishing our work in top academic conferences as well as demonstrating its value with clients. The focus of the postdoctoral researcher will be on developing neural language models and publishing the outcomes in top academic conferences.

About IBM
With more than 3,000 researchers in 12 labs located across six continents, IBM Research brings together hundreds of researchers who possess unparalleled industry expertise to address some of the world's most challenging problems. Join us as we do pioneering work in areas such as cognitive computing, augmented intelligence, quantum computing, and blockchain, to name a few.

Location Statement
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
IBM Research Scientist Data Scientist – Melbourne,Data Scientist,IBM,Melbourne VIC,Victoria,"$89,250 a year",https://au.indeed.com//rc/clk?jk=fa90d45abfaa6930&fccid=de71a49b535e21cb&vjs=3,"Introduction
From landing the first astronauts on the moon to building the first cognitive system to win Jeopardy! IBM with its diverse culture, continues to be the innovative spark of the computing revolutions that shape our world. At the core of IBM’s innovation are its 12 global research labs. IBM Research Australia is a young, proud and diverse community working on industry solutions, conceiving, designing and building next generation enterprise systems.

Your Role and Responsibilities
IBM Research Scientist Data Scientist – Melbourne
Offered on a permanent regular employment basis or on a fixed term 24 months basis
Work in 1 of IBM’s 12 Global Research Labs
Position based Melbourne
Compensation package from $89,250 (full-time equivalent inclusive of superannuation) and will be determined based on successful candidate’s relevant skills and experience.

From landing the first astronauts on the moon to building the first cognitive system to win Jeopardy! IBM with its diverse culture, continues to be the innovative spark of the computing revolutions that shape our world. At the core of IBM’s innovation are its 12 global research labs. IBM Research Australia is a young, proud and diverse community working on industry solutions, conceiving, designing and building next generation enterprise systems.
IBM Research is looking for Research Scientist candidates to fill a position in our Health Care team, though interest in other domains (e.g. Financial Services, Government) is also welcome. The teams focus is designing and developing novel AI techniques and established machine learning methods to health care and related industries. The team is proactive both in publishing our work in top academic conferences as well as demonstrating its value with clients.
What will I be doing?
Working in a team on client and internal data science projects, often in health, finance and government
Fundamental research into machine learning (including deep learning) methods and their application to health, finance and government dataWriting, presenting and communicating research strategy and results to wide varieties of audience

What skills will I need?
Demonstrated experience developing statistical and machine learning models,Experience working with big data sets, especially in secure environmentsLifecycle of machine learning project development and managementDomain knowledge in either healthcare and life sciences, financial industry or government.

What experience do I need?
At least two years of experience after a Doctorate Degree in Computer Science or related fieldExperience in software development, within teams, within Python and other comparable scientific and statistical programming environmentsDemonstrated some experience with deep learning on top of open source frameworksDemonstrated academic output documented via journal/conference publications in the field
Application's for this role close on the 4th August 2019
EO Statement
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, colour, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.
Sign me up!
If you tick these boxes, and are ready to start your next challenge with a career at IBM – click “Apply” today. To find out more, head to www.ibm.com.au/careers




Required Technical and Professional Expertise
As above


Preferred Technical and Professional Expertise
As above

About Business Unit
With more than 3,000 researchers in 12 labs located across six continents, IBM Research brings together hundreds of researchers who possess unparalleled industry expertise to address some of the world's most challenging problems. Join us as we do pioneering work in areas such as cognitive computing, augmented intelligence, quantum computing, and blockchain, to name a few.

Your Life @ IBM
IBM Research is looking for Postdoctoral research candidates to fill a position in our Health Care and Life Sciences and Financial Services teams. We focus on designing and developing novel AI techniques, including using NLP, to health care and related industries. The team is proactive both in publishing our work in top academic conferences as well as demonstrating its value with clients. The focus of the postdoctoral researcher will be on developing neural language models and publishing the outcomes in top academic conferences.

About IBM
With more than 3,000 researchers in 12 labs located across six continents, IBM Research brings together hundreds of researchers who possess unparalleled industry expertise to address some of the world's most challenging problems. Join us as we do pioneering work in areas such as cognitive computing, augmented intelligence, quantum computing, and blockchain, to name a few.

Location Statement
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
Data Scientist,Data Scientist,HAYS,Melbourne City Centre VIC,Victoria,"$135,000 a year",https://au.indeed.com//rc/clk?jk=4555a016b393af16&fccid=31670bef3ae6497b&vjs=3,"Permanent Opportunity in financial services, Melbourne CBD
Your new company


This well-known Financial Services organisation is seeking experienced Data Analyst/Data Scientist to play a key role in delivering strategic and actionable insights for deeper data-driven decisions.

Your new role


You will be joining an Analytics & Insights team responsible for developing and leveraging sophisticated analytical techniques, tools and models to understand and optimise customer interactions and the channel/location footprint. The team delivers strategic and actionable insights to support decisions aligned to the transformation agenda. You will work within cross functional teams conducting experiments using advanced analytics and machine learning techniques to discover actionable insights or build new analytic capabilities for our customers and business.

Key activities include;


Develop, test and implement statistical and mathematical models, using a variety of rigorous techniques, across multiples business lines
Support, test and develop a Machine Learning & Artificial Intelligence capability for understanding our network
Support bank-wide Data Science, including segmentation frameworks, lifecycle event triggers, predictive models and advanced analytics
Present insights and learning in a clear way to our executives


What you'll need to succeed


To be successful you will require the following skills/ experience:


A background in statistical analysis and modelling techniques over large data sets, with proven capability constructing, validating, and implementing models
You're comfortable developing code and performing analysis using common tools such as R / Python
AWS infrastructure and tools, e.g. EC2, S3 and redshift
Data manipulation and extraction
Statistical regression and classification
Machine learning
Post Graduate degree in Statistics, Mathematics, Computer Science or similar industry experience


What you need to do now

If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or contact Reece Curtis reece.curtis@hays.com.au [mailto:reece.curtis@hays.com.au] if you have any questions/ queries. #2295450"
Data Scientist,Data Scientist,PRA,Melbourne VIC,Victoria,"$130,000 - $140,000 a year",https://au.indeed.com//rc/clk?jk=0a8cdeedcc3e0203&fccid=3639ccbe63c86927&vjs=3,"Exciting role for experienced Data Scientist to join growing team. Successful candidate will play a pivotal role working across insights, behaviour, patterns and results through the use of machine learning techniques and statistical techniques. Great salary and benefits on offer.

Responsibilities will include:

Applying advanced analytics techniques across machine learning, data mining, statistical modelling to develop algorithms and deliver intelligence
Performing ad-hoc analysis of data
Working with business stakeholders to gather and identify requirements
Understand complex analytic questions from stakeholders
Work with other teams and collaborate
Work on and sustain big data platform, data, models and customer insights
Work across data analysis
Scripting and programming
Work with different techniques and algorithms
Use your creative thinking and problem solving skills to propose innovative ways of doing things and coming up with solutions to solve business issues
Work with stakeholders and keep teams up to date with progress
Only candidates with the following skills should apply:
Experience working as a Data Scientist
Strong skills and understanding of statistics and machine learning techniques and algorithms
Strong data analysis skills and experience with data preparation
Programming and scripting skills
Experience working with different techniques and algorithms i.e. regression, Naive Bayes
Ideally experience working with R or SAS
Skills with query languages such as SQL, Hive
Experience with NoSQL databases
Excellent communication skills
Strong problem solving skills
Ability to enable better data driven decisions
Ability to think outside the box
Experience working in Agile environment
Ability to interview asap
Interested applicants should apply to sophia.marek@pra.com.au or contact Sophia Marek on (03) 8637 3344
3013619"
Lead Data Scientist - Tech,Data Scientist,Michael Page,Melbourne VIC,Victoria,"$180,000 - $250,000 a year",https://au.indeed.com//rc/clk?jk=74e3caaf3a793916&fccid=77087bd1709a8148&vjs=3,"Large data-sets and innovative work.

Flex your Maths/Stats muscles in solving complex business problems.

About Our Client
Join a culture of high performance and success with a market leading tech based organisation. You will team up with other forward thinking minds that pride themselves on thriving on complexity.

Job Description
You will largely be working alongside an established team but also leaned on from time to time to take the lead on understanding complex requirements and converting them into automation solutions.

You will contribute to identifying market-leading answers for tricky problems, and while doing this gain valuable exposure to unique data-sets and what to do with them.

The Successful Applicant
An experienced machine learning practitioner, passionate about building and improving internet-scale products informed by data.
Experience with Deep Learning (particularly CNNs and RNNs) and Natural Language Processing
Confidence working at the command line in a *nix environment
Ability to write serviceable code (e.g. Scala, Go, Python, Ruby, Java) and comfortable working with and around a professional software development team
Significant commercial experience with a focus on business problem understanding, hypothesis formation, feature engineering & predictive modeling
Deep knowledge of machine learning algorithms and efficient data structures, ensembling and model performance tuning
Good communication and interpersonal skills with the ability to communicate with business partners and product owners
Ability to adapt quickly and thrive in an environment of rapid change and ambiguity
A formal postgraduate qualification in a quantitative discipline (e.g. Physics, Mathematics, Bioinformatics, Computer Science)
What's on Offer
Conveniently located, state of the art offices.

Competitive salary.

Flexible, fun and dynamic place to work with proven high retention.

Contact:
Tim Dillon"
Data Scientist,Data Scientist,Firesoft People,Melbourne VIC,Victoria,"$400 - $1,000 a day",https://au.indeed.com//rc/clk?jk=599f95d8ff3050c5&fccid=5385a960d1cfded8&vjs=3,"Data Scientist

Relocate to Sydney and join one of the best Data Science teams in Australia
6-12 initial terms with a massive project pipeline
Trendy Surry Hills location
About the Company:

Australian retail giant is looking for an experienced Data Scientist to join a team that has been recognised by Facebook and Google as one of the most impressive Data Science teams in Australia.

This is a truly unique opportunity to be a part of a collaborative, experienced team and work with complex data sets.
About the Role:

This role supports the Data Science team in developing, implementing and optimising analytical and predictive models to deliver a better product in customer targeting.

You will be:

Developing and maintaining state of the art advanced statistical and machine learning models (GLM, Random Forests, GBM, xGBoost etc) to drive marketing strategies and tactical executions.
Executing end-to-end Data Science including scoping, building, testing, implementation, maintenance, tracking and optimisation of predictive models.
Engaging with business partners and delivery teams to ensure algorithms are delivered and implemented into production systems.
Developing, maintaining, and enhancing a variety of customer segmentation models to uncover customer insights.
About You:

In order to succeed in this role, you will have:

Experience in developing algorithms to drive commercial outcomes.
Proven commercial experience in statistical and machine learning modelling, with experience manipulating big data from disparate systems.
An advanced working knowledge of analytical programming - SQL, SAS, R, Python.
Exposure to Big Data platforms such as Hadoop and Spark.
Strong experience with SQL.
Exposure to AWS Redshift or Teradata highly advantageous.
We have already launched our national headhunt campaign, so if this sounds like you, don't miss out! Interviewing NOW! Click APPLY for further information."
Data Scientist,Data Scientist,Firesoft People,Melbourne VIC,Victoria,"$400 - $1,000 a day",https://au.indeed.com//rc/clk?jk=bdf39ed8ad312721&fccid=5385a960d1cfded8&vjs=3,"Data Scientist

Relocate to Sydney and join one of the best Data Science teams in Australia
6-12 initial terms with a massive project pipeline
Trendy Surry Hills location
About the Company:

Australian retail giant is looking for an experienced Data Scientist to join a team that has been recognised by Facebook and Google as one of the most impressive Data Science teams in Australia.

This is a truly unique opportunity to be a part of a collaborative, experienced team and work with complex data sets.
About the Role:

This role supports the Data Science team in developing, implementing and optimising analytical and predictive models to deliver a better product in customer targeting.

You will be:

Developing and maintaining state of the art advanced statistical and machine learning models (GLM, Random Forests, GBM, xGBoost etc) to drive marketing strategies and tactical executions.
Executing end-to-end Data Science including scoping, building, testing, implementation, maintenance, tracking and optimisation of predictive models.
Engaging with business partners and delivery teams to ensure algorithms are delivered and implemented into production systems.
Developing, maintaining, and enhancing a variety of customer segmentation models to uncover customer insights.
About You:

In order to succeed in this role, you will have:

Experience in developing algorithms to drive commercial outcomes.
Proven commercial experience in statistical and machine learning modelling, with experience manipulating big data from disparate systems.
An advanced working knowledge of analytical programming - SQL, SAS, R, Python.
Exposure to Big Data platforms such as Hadoop and Spark.
Strong experience with SQL.
Exposure to AWS Redshift or Teradata highly advantageous.
We have already launched our national headhunt campaign, so if this sounds like you, don't miss out! Interviewing NOW! Click APPLY to get in touch with Niki for further information."
Data Scientist,Data Scientist,Xpand Group,Melbourne VIC,Victoria,"$135,000 - $150,000 a year",https://au.indeed.com//rc/clk?jk=0b67d3e126e3338c&fccid=cce05571ecce6882&vjs=3,"The Data Scientist will collaborate with business stakeholders on discovery activities, and deliver advanced analytic insights to improve customer experience and add shareholder value. You will work within cross functional experiment teams, conducting experiments using advanced analytics and machine learning techniques to discover actionable insights.

You will provide insights by applying rigorous data science methodologies to develop statistical and mathematical models, while also having the chance to be involved with exciting advancements in artificial intelligence and machine learning and innovation.



What you’ll be doing…

Develop, test and implement statistical and mathematical models, using a variety of rigorous techniques, across multiples business lines
Support, test and develop Machine Learning & Artificial Intelligence capability across the enterprise
Support the wider Data Science community, including segmentation frameworks, lifecycle event triggers, predictive models and advanced analytics
Present insights and learning in a clear way to our executives
Support the team to deliver their strategic agenda



What you will bring...

Post Graduate degree in Statistics, Mathematics, Computer Science or similar industry experience
A background in statistical analysis and modelling techniques over large data sets, with proven capability constructing, validating, and implementing models
You're comfortable developing code and performing analysis using common tools such as R / Python
Ability to build appropriate models from scratch and justify the methods and science used
The ability to explain simply how complex models work, and how they can be used in the real world to achieve desired business outcomes
An openness to new ways of thinking and working

Required expertise in the following disciplines:
Predictive Modeling
Feature Engineering
Text Mining and Sentiment Analytics
Machine Learning

Required technical skills:
Hadoop, MapReduce, Hive, Pig, Spark
R, Python,
Strong SQL skills

Desirable skills & experience:
Micro service development
API development
Visualisation products
NoSQL technologies (incl HBase)


What's in it for you?


This is a fast growing organisation with lots of career opportunities in a truly collaborative environment.
To learn more and have access to a more complete job description listing the full responsibilities, please apply by sending your CV via the big button below or contact Geraint for a confidential discussion on (03) 8637 7370."
Data Scientist,Data Scientist,PRA,Melbourne VIC,Victoria,"$130,000 a year",https://au.indeed.com//rc/clk?jk=771292a720b63fc3&fccid=3639ccbe63c86927&vjs=3,"Exciting role for experienced Data Scientist to join growing team. Successful candidate will play a pivotal role working across insights, behaviour, patterns and results through the use of machine learning techniques and statistical techniques. Great salary and benefits on offer.

Responsibilities will include:

Applying advanced analytics techniques across machine learning, data mining, statistical modelling to develop algorithms and deliver intelligence
Performing ad-hoc analysis of data
Working with business stakeholders to gather and identify requirements
Understand complex analytic questions from stakeholders
Work with other teams and collaborate
Work on and sustain big data platform, data, models and customer insights
Work across data analysis
Scripting and programming
Work with different techniques and algorithms
Use your creative thinking and problem solving skills to propose innovative ways of doing things and coming up with solutions to solve business issues
Work with stakeholders and keep teams up to date with progress
Only candidates with the following skills should apply:
Experience working as a Data Scientist
Strong skills and understanding of statistics and machine learning techniques and algorithms
Strong data analysis skills and experience with data preparation
Programming and scripting skills
Experience working with different techniques and algorithms i.e. regression, Naive Bayes
Ideally experience working with R or SAS
Skills with query languages such as SQL, Hive
Experience with NoSQL databases
Excellent communication skills
Strong problem solving skills
Ability to enable better data driven decisions
Ability to think outside the box
Experience working in Agile environment
Ability to interview asap
Interested applicants should apply to sophia.marek@pra.com.au or contact Sophia Marek on (03) 8637 3344"
Data Scientist,Data Scientist,Technology Recruiting Solutions,Melbourne VIC,Victoria,"$130,000 a year",https://au.indeed.com//rc/clk?jk=3bcf837889af43d2&fccid=ef482444c171c4a3&vjs=3,"Full Time Melbourne $130k – $130k Yearly
Salary – Excellent salary package of up to $130,000 + benefits / Reference – JD1085

Role Description:

Exciting opportunity for an experienced Data Scientist to join an existing team to work for this large Financial Services organisation that provides a wide and diverse offering in the Australian market. The Data Scientist role will work with different divisions in supporting the business by providing Data Science Solutions covering data usage, data insights, statistical tools and the technology to be deployed. This position will also provide technical expertise using data mining techniques, pattern detection, graph analysis and statistical analysis to optimise the value of the data collected

Key responsibilities:

Establishing and managing the data quality structure
Identify where data science can create value or solve problems for the business
Engage with, educate and influence internal business stakeholders (at multiple levels in the business), effectively communicating the opportunity and benefits from data science
In order to be considered for this role, you must have:

Proven experience in a data or statistical analysis roles
Extensive knowledge of varied machine learning models and analytical techniques
3+ years’ experience in commercial / enterprise work experience in data science working with large datasets
Extensive statistical modelling in a major package such as SAS, SPSS and significant knowledge with SQL and R
Excellent stakeholder engagement skills
Degree or PHD in Mathematics, Statistics, Computer Science or related field such as Physics, Economics or Operations Research
To apply for this position and to send your CV click on the email below:
cv@technologyrecruiting.com.au"
Principal Data Scientist,Data Scientist,Blink Recruitment,Melbourne VIC,Victoria,"$150,000 - $180,000 a year",https://au.indeed.com//rc/clk?jk=b1cb78f493c606d9&fccid=438bbc69c48ea867&vjs=3,"An Australia household name is looking for a Principal Data Scientist to lead and manage exciting and innovative Data Science projects here in Melbourne.
This organisation has one of the largest databases in Australia and you will:
work with one the most talented and passionate Data science teams in Australia
have influence and a direct impact on the strategic direction of the organisation
have the chance to be part of cutting edge modelling projects utilising hundreds of data assets.
Uniquely for a Data Science position this is less of a “hands on” role so we are looking for someone who has the technical background but is looking to move into a more strategic and delivery focused role.

As the Principal Data Scientist, you will be considered a senior member to the Data community. You will act as the key link to the business and the Data Science team and help ensure the end to end development of the Data Science solution is delivered effectively.

Key responsibilities include:
Leading and driving the successful delivery of Data Science projects end to end
Creating and managing teams, in some cases beyond Data Scientists, to ensure the projects are accomplished.
Act as a thought leader on Data Science and advance modelling techniques
Work with Data Science teams and guide on best fit techniques and tools for various tasks
Build effective relationships across various data teams and the wider business and senior leadership team
Project management, defining business and technical requirements, resource planning and analytic solution design and innovation in a big data environment, as well quality control of analytical output.

The successful candidate will have some of these key skills:
Experience as a Data Scientist that has led projects end to end
A technical background in Analytics, delivering insights and knowledge of Data Science tools such as Python, R, Big Data, Cloud
Knowledge of stakeholder and project management skills
A passion for engaging and telling the story with Data
The last point of passion is something we are really looking for. This is an exciting and different type of role that offers an incredibly strategic and fascinating perspective on how data science is delivered within a commercial setting. The growth of this area is substantial and this role is seen as a key figure that will be able to progress quickly within this organisation.

For more info please contact Stuart Garland on 0434 984 195"
Data Scientist - Melbourne,Data Scientist,Opus Recruitment Solutions,Melbourne VIC,Victoria,"$80,000 - $130,000 a year",https://au.indeed.com//rc/clk?jk=594c0a1f7555225e&fccid=587a90c72514ac83&vjs=3,"MELBOURNE CBD | DATA SCIENTIST | SENIOR | PRODUCT BASED COMPANY | IOT


We're currently looking for a Mid-Senior level Data scientists to join my Start-Up client in their IoT / Machine Learning project.


For this role, they're after someone with experience in:

Python / Go
Cloud Computing (AWS or Azure)
Stakeholder management
Machine Learning
With this role in particular, they're interested in hearing more about what projects that you've worked on, and how you can help this company grow through Data Science.


If you are interested, please drop me a short paragraph on the project that you've worked on as well as your resume to sun.kang.daxtra@opusrs.com.au"
