job_title,job_category,company,location,region,salary,link,summary
"Aerospace Engineer – Research Scientist (Dayton, OH)",Research Scientist,Ahmic Aerospace,,Alabama,"$64,000 - $90,000 a year",https://indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DPXqhu2K9MM1quCaWZyB9lnaENK3c7qsSknhLlFEtbYyvrwKcKlzb20DqdexPtTAOipLa95-nJcLe1qQMcAX2OLY7ekT4fL0d6g5jTH5FK7DrQKqHNrFg5Bh0-SWRPpbeRToWmqdrT_t6Q5wUoh5GfZQWIrBK1ou0l7LrEDjZ2FWwhEWNPfvlWVui1sys39cyB0FdGnCnPx8u0Xg5kQpGi5xaz-5A5JkYepEcykXB9a2VUEA3ARPj59CXFbn_-mazp9tdlyMc3BoSJGQbhaueGStTS9pDtnKqH3cHIYVpeTJrK3VoO-ao6HlFoNvcQPvIcWBYJRQE8W94qHe8wnWRwr4LICgi89WRY15AVAqoWeyzQBi3zsHbqvKDWT4sdbkBDruaSYzIYuhcAe8EVuDhFY4WiCGVG-ljeujtWEEIDoU-LhGd8meIzYkBjlk8zX0ypgkgt_cUBrW-zDAc1G3vHQNJqTcSy1c4=&p=0&fvj=1&vjs=3,"About Us: Ahmic is a small aerospace research company specializing in high-performance instrumentation and measurement techniques. Our research portfolio targets many high-speed and high-enthalpy test environments including scramjet vehicles, propulsion systems, re-entry flight systems, space access vehicles, and material testing. Ahmic develops advanced instrumentation to transform the way aerospace test data is collected in challenging aerothermodynamic environments.Be Fearless. Be Ambitious. Be Different.Ahmic is looking for an extraordinary engineer to join our growing team. We spend our days solving difficult problems and developing new products that redefine the aerospace industry. In this fast-paced environment, the sky is not the limit. Seriously, we build sensors that go into space! Are you a motivated self-starter with the ability to drive tasks to completion? Are you a bold uncompromising disrupter who is not afraid to challenge the status quo? Are you a fearless critical thinker with a passion for risk-taking? If so, let’s talk!Your Responsibilities: Develop, plan, and execute laboratory and supersonic/hypersonic wind tunnel test programs.Process, analyze, and present experimental test data to the team and customers.Design and develop novel aerospace instrumentation to meet industry needs.Quickly understand new technologies and adapt to rapidly changing program requirements.Your Qualifications: Broad experience designing and conducting laboratory / wind tunnel experimentsStrong technical proficiency in data acquisition principles and software / hardwareInstrumentation experience working with thermocouples, pressure systems, strain gages, load cells, and other mechanical and flow measurement devicesProgramming skills (LabVIEW / MATLAB) in data analysis and post-processingPossess a deep understanding of fundamental engineering principles required to solve complex fluid problems: boundary layer analysis, high-speed aero, propulsion, etc.Experience writing clear and concise technical proposals, reports, and test plansRequirements: US Citizenship, as defined by ITAR (22 CFR 120.15.)Ability to obtain US DoD Security Clearance if requiredDegree in Aerospace Engineering (or related disciplines)M.S. or Ph.D. degree; or B.S. degree with 5 years related work experienceLocation:  Dayton, OHJob Type: Full-timeSalary: $64,000.00 to $90,000.00 /yearExperience:relevant: 2 years (Required)Education:Master's (Required)Application Question:Are you a U.S. citizen & able to obtain a DoD security clearance?Additional Compensation:BonusesWork Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offFlexible scheduleParental leaveRelocation assistanceTuition reimbursementProfessional development assistanceThis Job Is Ideal for Someone Who Is:Innovative -- prefers working in unconventional ways or on tasks that require creativityAchievement-oriented -- enjoys taking on challenges, even if they might failAdaptable/flexible -- enjoys doing work that requires frequent shifts in directionSchedule:Monday to FridayCompany's website:http://www.ahmicaerospace.com/"
Research Scientist VI (step 3)/SMAP Center/RV4383,Research Scientist,The University of Alabama in Huntsville,"Huntsville, AL",Alabama,"$117,771 - $124,000 a year",https://indeed.com//rc/clk?jk=229411077ad2e0da&fccid=0a15d1bc2f376db6&vjs=3,"The Research Scientist VI will perform funded research in support of Federal organizations.

Job Requirements:
Master's degree or professional equivalent experience/9 years of full-time verifiable work experience (to include 4 years of experience in support of Structured Query Language (SQL) administration)/experience with installation and configuration of SQL components is required/must have an in-depth understanding of SQL server security/must have knowledge of relational database design/Master's degree in Information Systems or Computer Science is preferred/familiarity with Defense Information Systems Agency (DISA) Security Technical Implementation Guide (STIG) requirements is desired/knowledge of data encryption operations and Transparent Data Encryption (TDE) is preferred/10 years of full-time work experience is desired/4 years of Army Aviation and Missile Research Development and Engineering Center (AMRDEC) SQL experience is preferred/U.S. citizenship is required
The approximate annual salary range for this position is $117,771 - $124,000.

Additional Information:
Professional Certification
If a professional certification or degree verification is required for the vacancy, the University will require the applicant to provide copies of documents to verify such information."
Research Scientist V (step 3)/SMAP Center/RV4384,Research Scientist,The University of Alabama in Huntsville,"Huntsville, AL",Alabama,"$97,477 - $103,000 a year",https://indeed.com//rc/clk?jk=88c1a9acab5bb2ec&fccid=0a15d1bc2f376db6&vjs=3,"The Research Scientist V will perform funded research in support of Federal organizations.

Job Requirements:
Master's degree or professional equivalent experience/7 years of full-time verifiable work experience (to include 4 years of experience in support of System Center Configuration Manager (SCCM))/experience with installation and configuration of SCCM components is required/must have an understanding of Structured Query Language(SQL) Server security/must have knowledge of relational database design/Master's degree in Information Systems or Computer Science is preferred/7 1/2 years full-time work experience is desired/3 years of Army Aviation and Missile Research Development and Engineering Center(AMRDEC) SCCM experience is preferred/familiarity with Defense Information Systems Agency Security Technical Implementation Guide (DISA) Information Assurance Support Environment (IASE) is desired/familiarity with data encryption operations and Transparent Data Encryption (TDE) is preferred/U.S. citizenship required
The approximate annual salary range for this position is $97,477 - $103,000.

Additional Information:
Professional Certification
If a professional certification or degree verification is required for the vacancy, the University will require the applicant to provide copies of documents to verify such information."
Principal Research Scientist III (step 3)/SMAP Center/RV4286,Research Scientist,The University of Alabama in Huntsville,"Huntsville, AL",Alabama,"$137,380 - $144,500 a year",https://indeed.com//rc/clk?jk=4bbba2366e1497a4&fccid=0a15d1bc2f376db6&vjs=3,"The Principal Research Scientist III will perform funded research with government (national, state, and local), industry and university organizations. The incumbent will also perform physics-based analysis and engineering support activities for the SMDC.

Job Requirements:
Ph.D. and-or an equivalent combination of education and years of experience in Physics, Electrical Engineering or Optical Engineering/4 years of full-time verifiable work experience/must have experience with real-time controls applied to optical systems/experience implementing tracking and optimization algorithms into hardware is required/must have knowledge of high energy laser technology and systems/must have experience with proposal writing and group management/Ph.D. in Physics, Electrical Engineering or Optical Engineering with experience is preferred/experience with Electro-Optical and infrared (EO-IR) sensors is desired/knowledge of Jitter Control and Adaptive Optics is preferred/experience with modeling and simulation of lasers propagating in the atmosphere is desired/knowledge of phased array lasers is preferred/4 years of optical engineering related experience is desired/U.S. citizenship is required
The approximate annual salary range for this position is $137,380 - $144,500.

Additional Information:
Professional Certification
If a professional certification or degree verification is required for the vacancy, the University will require the applicant to provide copies of documents to verify such information."
Research Scientist I/Information Technology & Systems Center/RV4621,Research Scientist,The University of Alabama in Huntsville,"Huntsville, AL",Alabama,"$62,591 - $73,878 a year",https://indeed.com//rc/clk?jk=c4da0c364a51e532&fccid=0a15d1bc2f376db6&vjs=3,"The Research Scientist I will be involved in computer science activities of research and development across ITSC.

Job Requirements:
Master's degree or equivalent experience in Science or Engineering/6-9 months of full-time verifiable work experience/knowledge of, or involved in, scientific and engineering areas is required/must have knowledge of Microsoft Office Suite/Master's degree in Science or Engineering or equivalent experience is preferred/prior experience in software development in various software languages is desired/entry-level position in a similar education research organization is preferred
The approximate annual salary range for this position is $62,591 - $73,878.

Additional Information:
Professional Certification
If a professional certification or degree verification is required for the vacancy, the University will require the applicant to provide copies of documents to verify such information."
Principal Research Scientist II (step 1)/Systems Management & Production Center/RV4546,Research Scientist,The University of Alabama in Huntsville,"Huntsville, AL",Alabama,"$100,328 - $107,000 a year",https://indeed.com//rc/clk?jk=130a3c373efec11e&fccid=0a15d1bc2f376db6&vjs=3,"The Principal Research Scientist II will perform funded research in support of Federal organizations.

Job Requirements:
Ph.D. in Physics, Material Science or Optics/12 months of full-time verifiable research work experience in research in laser physics, electrodynamics in materials or optical non-linear effects/must have knowledge of modeling semiconductor and-or electrodynamics in materials/knowledge of C, C++ or similar high-level programming language is required/Ph.D. in Physics, Material Science or Optics with military experience is preferred/36 months of full-time verifiable research experience in laser physics, electrodynamics in materials or optical non-linear effects is desired/knowledge and implementation of code onto computational clusters is preferred/U.S. citizenship is required
The approximate annual salary range for this position is $100,328 - $107,000.

Additional Information:
Professional Certification
If a professional certification or degree verification is required for the vacancy, the University will require the applicant to provide copies of documents to verify such information."
Principal Research Scientist/Engineer VI/VII Huntsville,Research Scientist,Auburn University,"Auburn, AL",Alabama,"$138,300 - $282,600 a year",https://indeed.com//rc/clk?jk=b1c4b894a7709e31&fccid=9a839421eaa36c15&vjs=3,"**This is a pool posting for future vacancies in this job classification. Applications will be considered active for a period of six months from the posting date**


**These Openings are in Huntsville, AL**


The Auburn University Huntsville Research Center (AUHRC) and the Samuel Ginn College of Engineering are seeking candidates for multiple positions of Principal Research Scientist/Engineer VI/VII in anticipation of securing contract funding in the area of cyber security engineering, systems engineering and integration, critical infrastructure protection, and project management on multiple programs funded by government and private industry. These positions will be located in Huntsville, Alabama and will report to the Associate Dean for Research, College of Engineering. The successful candidates will work with the Director of the Cyber Research Center, the McCrary Institute, and the Huntsville Research Center to identify and develop potential research sponsors in the strategic focus areas of Auburn University research with an emphasis on cyber security, systems engineering and integration, critical infrastructure protection, and related research projects and programs.


Major responsibilities include providing technical expertise, through the various Auburn programs in cyber security and infrastructure protection, directly to government and industry sponsors. The successful candidate shall provide technical support for the following activities:


Provide Subject Matter Expertise to senior leaders in government and industry related to cyber security threats and subsequent threat mitigation strategies and methods. Collaborate with the nation's community of industry, government, and academia on national policy and technology that affects various defense, aerospace, manufacturing, and related industry sectors along with federal, state, and local government agencies.


Provide Subject Matter Expertise to senior leaders in government and industry related to protecting the nation's critical infrastructure systems (energy, water, transportation, food, commerce, etc.).


Provide Subject Matter Expertise to industry and government sponsors in the broad areas of systems engineering and integration.


Essential functions include, but are not limited to:


Conducts contract research and creates progress and final reports as necessary; provides technical management of research contracts and oversees the content and timeliness of contract deliverables.


Develops research proposals and budgets.


Coordinates research opportunities between Auburn University faculty and staff, local government agencies, and private industries.


Initiates and cultivates relationships with agencies and industries in order to build research and educational programs for Auburn University.


Establishes and grows research funding for Auburn University by pursuing local opportunities.


Interfaces with Auburn University faculty and staff to build an in-depth knowledge of on-campus research capabilities.


Candidate may supervise employees but supervision is not the main focus of the job; responsibilities could include training, mentoring, evaluating, and making or recommending pay, promotion or other employment decisions.
Minimum Qualifications
Entry into the applicant pool requires the following:


Ph.D. degree in engineering, computer science, management information science (MIS), or related technical field from an accredited institution.
10 years' experience in cyber security or related systems engineering programs.


When a candidate has the required experience, but lacks the required education, they may apply additional relevant experience toward the education requirement, at a rate of two (2) years relevant experience per year of required education.


Bachelor's degree in engineering, computer science, or MIS from an accredited institution and 18 years of relevant experience or with a Master's degree in engineering, computer science, or MIS from an accredited institution and 14 years of relevant experience would meet the minimum qualification requirements.


Knowledge of contracts, grants, budget, accounting, and finance principles is required. Technical knowledge in advanced systems engineering or cyber security related research projects and programs is required.


Please utilize the attachment feature of our online employment system and attach the following: cover letter, resume, and references. Only complete applications will be considered.


A commitment to an inclusive and diverse campus environment.
Desired Qualifications
Extensive experience with government agencies or industry in cyber security or systems engineering. Additional years of combined experience in planning, directing, executing, and integrating the work and resources of government agency/industry projects or programs; experience in business planning and development including developing key strategic partnership and relationships with Industry, government and research Institutions; excellent interpersonal communications skills.
Posting Date
08-08-2018
Close Date
Job Class Code
HU01
Job Category
Administrative Grade 34 and above"
Research Scientist II (step 3)/SMAP Center/RV4403,Research Scientist,The University of Alabama in Huntsville,"Huntsville, AL",Alabama,"$78,381 - $83,900 a year",https://indeed.com//rc/clk?jk=aa7d13a3f26c45f0&fccid=0a15d1bc2f376db6&vjs=3,"The Research Scientist II will perform funded research in support of Federal organizations.

Job Requirements:
Master's degree or equivalent professional experience/2 years of full-time verifiable work experience (to include 1 ½ years of experience with Structured Query Language (SQL) database administration)/must have experience with installation and configuration of SQL server components/must have an understanding of SQL server security/knowledge of relational databases design is required/Master's degree in Information Systems or Computer Science is preferred/familiarity with Defense Information Systems Agency (DISA) Security Technical Implementation Guide (STIG) requirements is desired/knowledge of data encryption operations and Transparent Data Encryption (TDE) is preferred/2 ½ years of full-time work experience (to include 1 year of Army Aviation and Missile Research Development and Engineering Center (AMRDEC) SQL administration experience) is desired/U.S. citizenship required
The approximate annual salary range for this position is $78,381 - $83,900.

Additional Information:
Professional Certification
If a professional certification or degree verification is required for the vacancy, the University will require the applicant to provide copies of documents to verify such information."
Research Scientist III (step 2)/Information Technology and Systems Center/RL4326,Research Scientist,The University of Alabama in Huntsville,"Huntsville, AL",Alabama,$42.56 - $45.27 an hour,https://indeed.com//rc/clk?jk=7e4e8b4f42b420fe&fccid=0a15d1bc2f376db6&vjs=3,"The Research Scientist III will research, plan and implement new and existing research portfolios in scientific and engineering, or analytical areas.

Job Requirements:
Master's degree in Science, Engineering or an analytics field and-or an equivalent combination of education and years of experience/30-36 months of full-time verifiable work experience at a mid to senior level/must have knowledge of, or involved in, scientific, engineering, or analytics areas/prior experience in proposal writing and project management is desired/mid to senior level position in a similar research organization is preferred
The hourly rate for this on-call position is $42.56 - $45.27.

Additional Information:
Professional Certification
If a professional certification or degree verification is required for the vacancy, the University will require the applicant to provide copies of documents to verify such information."
Principal Research Scientist/Engineer VI/VII Huntsville,Research Scientist,Auburn University,"Auburn, AL",Alabama,"$138,300 - $282,600 a year",https://indeed.com//rc/clk?jk=3f5aecd7b60dec3f&fccid=9a839421eaa36c15&vjs=3,"**Seeking to Fill 3 Positions**


**These Openings are in Huntsville, AL**


The Auburn University Huntsville Research Center (AUHRC) is seeking candidates for multiple positions of Principal Research Scientist/Engineer VI/VII in anticipation of securing contract funding in the area of systems engineering and integration, propulsion systems, and project management on multiple NASA programs. These positions will be located in Huntsville, Alabama and will report to the Associate Dean for Research, College of Engineering. The successful candidates will work with the Director of NASA Programs to identify and develop potential research sponsors in the strategic focus areas of Auburn University research with an emphasis on systems engineering and integration and propulsion systems related research projects and programs.


Major responsibilities include providing technical expertise directly to senior leaders at NASA on the next generation launch vehicle development for human space flight, managing the integration of payloads on both NASA and commercial vehicles, and development of Lunar and Mars exploration programs. The successful candidate shall provide technical support for the following activities:


a. Provide Subject Matter Expertise to NASA senior leaders in payload integration including requirement definition and verification / validation of potential exploration payloads. Collaborate among the nation's manufacturing community of industry, government, and academia on national policy and technology that affects NASA Marshall's programs.


b. Provide Subject Matter Expertise to NASA senior leaders in development and integration of NASA's next generation launch vehicle for human space flight.


c. Provide Subject Matter Expertise to NASA senior leaders in development of Lunar and Mars exploration programs.


Essential functions include, but are not limited to: conducts contract research and creates progress and final reports as necessary; provides technical management of research contracts and oversees the content and timeliness of contract deliverables; develops research technical proposals and budgets; coordinates research opportunities between Auburn University faculty and staff, local government agencies, and private industries; Initiates and cultivates relationships with agencies and industries in order to build research and educational programs for Auburn University; establishes and grows research funding for Auburn University by pursuing local opportunities; and interfaces with Auburn University faculty and staff to build an In-depth knowledge of on-campus research capabilities. Candidate may supervise employees but supervision is not the main focus of the job; responsibilities could include training, mentoring, evaluating, and making or recommending pay, promotion or other employment decisions.
Minimum Qualifications
Entry into the applicant pool requires the following:


Ph.D. degree in engineering from an accredited institution
10 years' experience in advanced manufacturing, materials science, and/or related NASA programs. When a candidate has the required experience, but lacks the required education, they may apply additional relevant experience toward the education requirement, at a rate of two (2) years relevant experience per year of required education.


In this case a person with a Bachelor's degree in engineering from an accredited institution and 18 years of relevant experience or with a Master's degree in engineering from an accredited institution and 14 years of relevant experience would meet the minimum qualification requirements.


Knowledge of contracts, grants, budget, accounting, and finance principles is required. Technical knowledge in advanced manufacturing and/or materials science related research projects and programs is required.


Please utilize the attachment feature of our online employment site and attach the following: cover letter, resume and three (3) professional references. Only complete application materials will be accepted for review.


A commitment to an inclusive and diverse campus environment.
Desired Qualifications
The following qualifications are desired: Extensive experience with NASA payload integration aboard the Space Shuttle and International Space Station Programs and NASA vehicle propulsion systems. Additional years of combined experience in planning, directing, executing, and integrating the work and resources of NASA projects or programs; experience in business planning and development including developing key strategic partnership and relationships with Industry, government and research Institutions; excellent interpersonal communications skills. Salary will be commensurate with education and experience.
Posting Date
06-15-2018
Close Date
07-02-2018
Job Class Code
HU01
Job Category
Huntsville Research Center"
Research Scientist V (step 4)/Information Technology & Systems Center/RV4431,Research Scientist,The University of Alabama in Huntsville,"Huntsville, AL",Alabama,"$104,717 - $110,000 a year",https://indeed.com//rc/clk?jk=82202162314fe6bf&fccid=0a15d1bc2f376db6&vjs=3,"The Research Scientist V will be involved in computer science activities of research and development across ITSC.

Job Requirements:
Master's degree or equivalent experience in Science or Engineering/8-10 years of full-time verifiable work experience in a mid-level position/knowledge of, or involved in, Scientific and Engineering areas/Master's degree in Science or Engineering or equivalent experience is preferred/prior experience in proposal writing and project management is desired/mid-level position in a similar education research organization is preferred
The approximate annual salary range for this position is $104,717 - $110,000.

Additional Information:
Professional Certification
If a professional certification or degree verification is required for the vacancy, the University will require the applicant to provide copies of documents to verify such information."
Analyst Acquisition Data/Workflow Monitor,Data Analyst,"MSB Analytics, Inc.","Redstone Arsenal, AL",Alabama,$25 - $30 an hour,"https://indeed.com//company/MSB-Analytics,-Inc./jobs/Analyst-Acquisition-Data-Workflow-Monitor-7fdc4ab810d8024a?fccid=e53bdee181f60931&vjs=3","MSB Analytics is looking for an experienced Analyst-Acquisition Data / Workflow Monitor to support the organizational functions and activities of the Apache Project Office on Redstone Arsenal. The ideal candidate must be comfortable working in a professional environment, must have good communication skills, as well as computer aptitude, detail oriented, and able to efficiently mutli-task job responsibilities.Essential Duties & Responsibilities: Workwith clients and peers on CDRL data collection, review, and entry of data andcorrespondence using various computer processing systems (Windows XP, MS Officesuite, Adobe Acrobat)Replicatedata and correspondence utilizing a CD/DVD replicator and scannerScanand index documents for archive storageEnsurethat data is entered completely and accurately and distributed prior todeadlineMonitor,analyze, and meet with key stakeholders to determine improvements needed tomeet goals and objectivesMaintainsand revises procedural lists and determines appropriate routing actionsAidsfunctional areas in identifying areas of record documentation and proceduresthat can be streamlinedAssistin the development of indexing requirements and run monthly reports to ensureproper implementationPerforms other duties, as assigned.Qualifications & ExperienceBS/BA degree with a minimum of 8 years of related experience or HS equivalent with a minimum of 11 years of related experience.Multi-tasks effectively in a fast-paced and dynamic work environmentExhibits flexibility and professionalism while balancing multiple projects, deadlines, and supervisor and/or client direction/feedbackExtensive experience and knowledge of MS Office Suite (Excel, Outlook, Powerpoint, Word), Windows 7, and Internet Explorer (IE)Adobe Acrobat and Omni Page ProStrong communication, project management, organizational, and interpersonal skillsFamiliarity with Acquisition Documents (CDRL, etc)Experience in the DoD system acquisition life cycleActive Secret ClearanceThe ideal candidate must possess the following:Attention to detailTeam Oriented with professional attitudeStrong Data EntryProcess OrientedProcess Improvement FocusedStrong Analytical backgroundMSB Analytics is a nationally recognized company with services in 7 states. Over the past 12 years, MSB Analytics has built a solid management structure accommodating change, arising from rapid growth. MSBA has been nominated for many awards, including Huntsville Chamber of Commerce “Best Places to work” 2014 -2016, Top Contender. We made the National Inc. 5000 list, ranking $531 and #609 for 2016 and 2017 respectively. We obtained a 97% Customer Satisfaction rating from nationally recognized Dun and Bradstreet, 2015 and are rated A+ with the Better Business Bureau.MSBA has awesome competitive benefits that includes Medical, Dental, STD, LTD, Vision, Life, ADD, 401K match, EAP. Please visit our web-site, www.msbainc.com.All positions at MSB Analytics, Inc. are subject to background investigations. Employment is contingent upon a favorable background investigation result. MSB Analytics, Inc. is an Equal Employment Opportunity employer and provides reasonable accommodation for qualified individuals with disabilities and disabled veterans in its job application procedures. If you have any difficulties applying for a position and you need an accommodation due to a disability, please contact MSBA.MSB Analytics, Inc. abides by the equal employment opportunity clause 41 CFR 60-300. 5(a). This regulation prohibits discrimination against qualified individuals on the basis of disability, and requires affirmative action by covered prime contractors and subcontractors to employ and advance in employment qualified individuals with disabilities. This regulation prohibits discrimination against qualified protected veterans, and requires affirmative action by covered contractors and subcontractors to employ and advance in employment qualified protected veterans.MSB Analytics, Inc. is an Equal Opportunity Employer and does not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, and gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class.Job Type: Full-timeSalary: $25.00 to $30.00 /hourExperience:CDRL: 5 years (Preferred)DoD Acquisition: 5 years (Preferred)Education:High school or equivalent (Preferred)License:Active Secret (Preferred)"
Research Scientist,Research Scientist,AMRI,"West Lafayette, IN",Indiana,"$50,000 - $55,000 a year","https://indeed.com//company/Albany-Molecular-Research,-Inc./jobs/Research-Scientist-2917a14b421b96ce?fccid=7576ab3fbe91e495&vjs=3","*Relocation available for the right candidate*AMRI provides global contract research and manufacturing services to the pharmaceutical and biotechnology industries. We are recruiting for a Scientific Contributor for our West Lafayette, Indiana facility. The main activities will be obtaining, interpreting, and report scientific data, consulting with clients, maintaining NMR instruments, and training and mentoring other scientists in the Analytical Development group.The Research Scientist II, Application Scientist is an integral part of the AMRI team, contributing to our success by driving development, testing, implementation of technology solutions to meet the requirements of site scientific operations, working closely with site management, instrument experts, Quality, and IT on specific projects such as regulatory data integrity compliance, supporting onboarding for instrument computer system validation (CSV) readiness, maintaining and enhancing custom mission-critical data analysis applications, and improving workflow efficiency particularly for instruments with unusually large or complicated data output.The Application Scientist will also assist with or lead the development of innovative analytical software applications and web-based solutions for internal and external use.BenefitsMedical, Dental, Vision (Prescription Drug Plan & Healthcare Reimbursement Account)Employee Assistance ProgramEmployee Wellness – National Institutes of Health24/7 Tele-Health Advocacy ServiceCafeteria, Gym Equip, Walking Areas, Bicycle AccessBasic Life Insurance, Critical Illness Insurance, Short-Term Disability, Long-Term DisabilityRetirement 401k Plan with Matching Company ContributionsEducational / Tuition ReimbursementPaid Time Off & Leave of AbsenceMaternity & Paternity LeaveEmployee Assistance ProgramBusiness Travel Assistance ProgramRequirements: B.S. in computer science or closely related field2+ years of laboratory (pharmaceutical) experience required2+ years of pharmaceutical/CRO experience2+ years of writing code and software development/maintenance experience required1+ year of commonly used programming languages like Python, Java, C, and C experience1+ year of both Windows and Linux environments experienceFamiliarity with common business software such as Word, Excel, etc.Experience with developing web-based applications preferredExperience working with the analytical instrument software preferredFamiliarity with GAMP preferredIn this role, you will: Assist with automated data processing and archiving, LIMS maintenance and customization, workarounds for unmet regulatory compliance issues with instrument software, professional-level programming of custom software application needs, and re-implementing automated report generation.Contribute to assessing and onboarding of instrument software as part of readiness for validation and maintenance activities for in-house software.Assist with other CSV activities as needed.Propose and implement solutions to data integrity issues for a broad range of analytical equipment with different data formats.Update and maintain web-based training and testing for safety and GMP.Write detailed accounts of software validation and maintenance activities.Troubleshoot a wide variety of laboratory instrument software-related issues.Perform other related duties as assigned.AMRI is an Equal Opportunity Employer, we value diversity and inclusiveness. Minorities/females/veterans/individuals with disabilities/sexual orientation/gender identity are encouraged to apply.Albany Molecular Research, Inc. is committed to providing equal opportunity to all job seekers including qualified individuals with disabilities.Indeed Hire and AMRI are working together to find the best candidate for this job. By applying, you agree to be contacted by our agent, Indeed Hire, and receive updates via text and phone about your application.Job Type: Full-timeSalary: $50,000.00 to $55,000.00 /yearExperience:Python, Java, C, and C: 1 year (Required)Windows and Linux: 1 year (Required)Writing Code and Software Development: 2 years (Required)Pharmaceutical/CRO : 2 years (Required)Laboratory work (Pharmaceutical): 2 years (Preferred)Education:Bachelor's (Required)Job distance:West Lafayette, IN: Between 31 and 40 miles (Preferred)"
Research Scientist,Research Scientist,AMRI,"West Lafayette, IN",Indiana,"$60,000 - $65,000 a year","https://indeed.com//company/Albany-Molecular-Research,-Inc./jobs/Research-Scientist-83b3c1c3c5f95373?fccid=7576ab3fbe91e495&vjs=3","$60,000-$65,000 per yearAMRI provides global contract research and manufacturing services to the pharmaceutical and biotechnology industries.The Research Scientist III – Microspectroscopy is an integral part of the AMRI team, contributing to our success by providing expertise in the identification and characterization of small, micrometer size particles and unknown foreign materials.BenefitsMedical, Dental, VisionPrescription Drug PlanEmployee Assistance ProgramEmployee Wellness – National Institutes of Health24/7 Tele-Health Advocacy ServiceCafeteria, Gym Equip, Walking Areas, Bicycle AccessBasic Life InsuranceCritical Illness InsuranceShort-Term DisabilityLong-Term DisabilityRetirement 401k Plan with Matching Company ContributionsRetirement Financial Advice / Investment Counseling AssistanceHealth Care Reimbursement Account (HRA)Health Care Flexible Spending ReimbursementEducational / Tuition ReimbursementPaid Time Off – Holiday, Vacation, Sick, Community ServiceLeave of Absence – Family, Military, Medical, PersonalMaternity & Paternity LeaveEmployee Assistance ProgramBusiness Travel Assistance ProgramRequirements: Master's degree in Chemistry or related science field required5+ years of related laboratory work experience (forensics or pharmaceutical) 1+ years of microscopy experience (that may include light, hot-stage, Raman, FT-IR, or SEM/EDS) or micro-spectroscopyCertification in Applied Chemical Microscopy preferredExperience with Microsoft Office preferredKnowledge of current Good Manufacturing Practices (cGMP) preferredCritical thinking and problem-solving abilitiesExperience with advanced analytical techniques, design and troubleshooting experiments and interpretation of dataExcellent communication skills, as is a high level of independence and the ability to handle multiple projectsIn this role, you will: Perform, analyzes and interpret data from experiments independently utilizing polarized light microscopy, stereo-microscopy, infrared micro-spectroscopy, SEM/EDX, and Raman micro-spectroscopyProvide project oversight, client interactions if required, and scientific inputDevelop and utilize characterization techniques to support drug substance and drug product developmentComply with all cGMP and safety requirements, laboratory SOPs and company policies and proceduresParticipate and oversee troubleshooting of analytical test methods and laboratory instrumentsPerform data analysis and interpretation, prepare and review well-written scientific reportsDevelop and write analytical methods and operating procedures according to specific sample or testing requirementsIndeed Hire and AMRI are working together to find the best candidate for this job. By applying, you agree to be contacted by our agent, Indeed Hire, and receive updates via text and phone about your application.Job Type: Full-timeSalary: $60,000.00 to $65,000.00 /yearExperience:Recent Laboratory (Pharmaceutical/Forensic): 5 years (Required)daily Microscopy or Microspectroscopy: 1 year (Required)Education:Master's (Required)Location:West Lafayette, IN (Required)Work authorization:United States (Required)"
Research Scientist - Thermodynamics,Research Scientist,The Bee Corp,"Indianapolis, IN 46225",Indiana,"$60,000 - $100,000 a year",https://indeed.com//company/The-Bee-Corp/jobs/Research-Scientist-772f439c56738efa?fccid=bd7b4138a40e7542&vjs=3,"Company Overview:The Bee Corp is a benefit corporation based in Indianapolis, IN that applies data analytics to beekeeping. Our mission is to empower growers and beekeepers by delivering insights into beehive health. The Bee Corp pursues this mission by offering growers infrared inspection technology to measure pollination value and drive decisions to protect yield.Position Summary:The Bee Corp is looking for a Research Scientist in thermodynamics to help the research team build a model that uses infrared images to calculate bee colony size. This role will lead the effort into the physics modeling of the thermodynamics of the hive. Statistical and mathematical techniques will be used to create models of hive health, while incorporating biological and physical properties. Beekeeping knowledge is not required, but experience or education in thermodynamics is needed. Candidate should be self-motivated, and able to communicate complex ideas with other employees and work in a team environment.Position Responsibilities:Work with physics interns to build & validate model of thermodynamics in the hiveCollaborate with research team on experimentsWork with thermal image and hive dataQualifications:Bachelor, Master’s, or PhD degree in Statistics, Physics, Applied Math, Data Science, or a related field o Preference given to candidates with thermodynamics course workExperience working with R and/or Python is preferred, but not requiredFamiliarity with model building and testingInclusion and Equal Opportunity EmploymentThe Bee Corp is an equal opportunity employer committed to diversity and inclusion. We are pleased to consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veterans status, Aboriginal/Native American status or any other legally-protected factors. Disability-related accommodations during the application process are available upon request.Job Type: Full-timeSalary: $60,000.00 to $100,000.00 /yearWork Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offFlexible scheduleParental leaveRelocation assistanceProfessional development assistanceSchedule:Monday to Friday"
