,job_title,company,location,salary,summary,link
27,Junior Data Scientist,Southern California Edison,"Rosemead, CA 91771",,"Job Description
ENERGY FOR WHAT’S AHEAD
Are you looking to make a difference in your career? We’re working on smarter grids, cleaner energy and tools to help people manage energy more efficiently.

About Customer Service
Southern California Edison’s (SCE’s) Customer Service Organizational Unit (CS) shares the responsibility to safely deliver reliable, affordable electricity to our customers. We do this through a focus on ease of experience, expert problem-solving, leveraging insights drawn from data analytics, and through meaningful and timely metric achievement.

You are inspired to work in a company that is forward facing. You want to play a big part in making meaningful decisions. You thrive when using your organizational planning skills, and keen sense of vision, transform and lead an elite team, whose work directly impacts our customers. At the end of the day, you desire to build real change—for the better for everyone. Does this sound like you?

Position Overview
As part of the advanced analytics team, you will be working closely with clients, information architects, data engineers, project/program managers, and other teams to turn data into critical information and insights that can be used to make sound business decisions. This includes providing data that is congruent and reliable. You’ll need to be creative thinker and propose innovative ways to look at problems. You will work the mining of the data for insights, development and implementation of new and advanced forecasting models using advanced statistics and machine learning methods. You’ll validate findings using an experimental and iterative approach. In this role, you will need to be able to present findings to the business by testing hypotheses and presenting in a way that can be understood by business counterparts.

The Junior Data Scientist will be working on solving business problems by helping to develop models, discovering insights, and identifying opportunities with the use of statistical techniques, visualizations, and succinct narratives to describe findings. In addition to advanced analytical skills, the Junior Data Scientist should be integrating and preparing large, varied datasets, applying advanced analytical techniques, and communicating results. Additionally, you will be responsible for:
Some predictive modeling, optimization, and simulation to generate business insights.
Applying pattern recognition techniques to perform descriptive, predictive, and prescriptive insights.
Qualifications
Minimum Qualifications
Bachelor’s degree in a quantitative discipline such as Statistics, Mathematics, Engineering, Computer Science, or information sciences such as business analytics or informatics.
Five (5) years’ experience working in analytical fields.
Two (2) years of experience in data acquisition, data mining, data transformation, cleaning structured/unstructured data, modeling, and machine learning.
Track record of leading and collaborating on Advanced Analytics strategic initiatives.
Proficiency in some combination of SQL, R, Python, SAS (expertise in extracting and transforming large datasets).
Experience in predictive modeling and analysis, algorithm development.
Experience using machine learning algorithms.
Excellent written and oral communication skills and strong interpersonal skills.
Strong problem-solving ability.
Must thrive in a fast-paced environment and be able to work independently.
Desired Qualifications
MS or PhD in a quantitative discipline such as Statistics, Mathematics, Engineering, Computer Science, or information sciences such as business analytics or informatics
Certification in Data Science and/or Predictive Analytics.
Knowledge of one or more business/functional areas in Electrical Utilities domain.
Data modeling knowledge and skills.
Data integration knowledge and skills.
Data life cycle management knowledge and skills.
Experience with dashboards, business intelligence tools, and visualization solutions
Ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets.
Comments
Candidates for this position must be legally authorized to work directly as employees for any employer in the United States without visa sponsorship.
Relocation may not apply to this position.
Southern California Edison, an Edison International (NYSE:EIX) company, serves a population of approximately 15 million via 5 million customer accounts in a 50,000-square-mile service area within Central, Coastal and Southern California. Join the utility leader that is safely delivering reliable, affordable electricity to our customers for over 125 years.

SCE is a proud Equal Opportunity Employer and will not discriminate based on race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status or any other protected status.
#L1-WT1",https://indeed.com//rc/clk?jk=77439bf7fef5b438&fccid=699f2e990e95e8eb&vjs=3
28,"Data Scientist Intern, PhD, 2020",Google,"Los Angeles, CA",,"Applications for this role will close on November 20th, 2019.
Join us for a full-time, 12-14 week internship during Summer 2020 with start dates in May or June.
To apply: You must submit all of the following materials:

Updated resume - please include the relevant graduation dates (M/YY), coding language(s) along with any technical experience or projects.
Transcript - unofficial or official; must be in English.
This application is intended for students who are eligible for full-time work authorization in the United States upon completing their education, who will be returning to their degree program after the completion of the internship.
Note: By applying to this position your application is automatically submitted to the following locations: Mountain View, CA, USA; Irvine, CA, USA; New York, NY, USA; Pittsburgh, PA, USA; San Bruno, CA, USA; Seattle, WA, USA; Los Angeles, CA, USA
Minimum qualifications:

Currently pursuing a PhD in a quantitative discipline (e.g. statistics, biostatistics, computer science, applied mathematics, operations research, economics ) or another discipline involving experimental design and quantitative analysis of data.
Experience using technology to work with datasets such as Scripting, Python, statistical software (R, SAS or similar).
Experience with statistical data analysis such as linear models, multivariate analysis, stochastic models, and sampling methods.

Preferred qualifications:

Strong track record of developing intellectual capital such as published works.
Strong analytical and technical skills.
Returning to a degree program after the internship ends.
Authorization to work in the United States.
About the job
Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to address some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications, and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.
Google's statisticians and data scientists/quantitative analysts work within our Software Engineering organization, including Life Sciences, Geo, Technical Infrastructure, and Advertising. We analyze huge sets of data and continually run live experiments in order to help drive critical decisions at Google. We support the development of innovative, highly scalable, next-generation technologies through deep research and advanced analysis.

Responsibilities
Work with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed; Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.
Interact cross-functionally with a wide variety of people and teams. Work closely with engineers to identify opportunities for, design, and assess improvements to Google products.
Provide research on topics including Google's business model and novel search techniques.
Produce quantitative and qualitative modeling of business dynamics, user behavior, etc.
At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",https://indeed.com//rc/clk?jk=f27521da38c0e2c2&fccid=a5b4499d9e91a5c6&vjs=3
29,Data Scientist,Deep 6 AI,"Pasadena, CA",,"Deep 6 AI is a fast-growing tech startup company in Pasadena, California looking for talented, dynamic team members who want to help shape our groundbreaking artificial intelligence platform. Our healthcare technology helps doctors and researchers find patients for clinical trials, speeding up the process significantly and getting life-saving cures to people in need more quickly. Come join a fun team of scientists, engineers and problem-solvers dedicated to innovating in healthcare and improving health and wellness! You’ll enjoy competitive compensation, an awesome work environment in downtown Pasadena, and stock options in a fast-growing tech company! In 2019, we were named one of the Top 50 AI companies by Forbes.

The Opportunity:
As a Data Scientist, you will have the opportunity to incorporate text analysis and machine learning techniques into a large-scale processing pipeline. Our goal is to transform raw medical data into actionable patient information.

What You’ll Do: Develop data-driven insights and machine learning models to identify and extract facts from electronic medical records. Ensure that approaches are scalable and can be deployed across multiple clouds and hospitals. Work in a highly collaborative team of data scientists that work closely with numerous groups throughout D6, hospitals and life sciences companies to ensure the highest impact work is prioritized and delivered. Support the needs of our high-performance Data organization and ensure the team has the resources it needs to succeed.

Requirements: 3+ years experience working as a data scientist, building NLP, Deep Learning or AI applications Strong background in ML, mathematics and statistics, including unsupervised and supervised methods

Preferred Background: M.S. or PhD degree in STEM field, with explicit application of ML/statistics tools/methods Significant experience with ML tools and coding within python and or scala Strong background in time-series analytics, dynamical systems, probabilistic state modeling and/or reinforcement learning Bonus points for significant experience working with large datasets and large-scale production and their accompanying tools (e.g. hadoop, spark, cloud-based architectures, etc.) Experience with large enterprise integrations leveraging contemporary and dated technologies Experience with data science applied to Healthcare systems a plus
The above statements describe the general nature and level of work being performed in this job function. They're not intended to be an exhaustive list of all duties, and indeed additional responsibilities may be assigned by Deep 6.

At Deep 6, we appreciate the opportunity to benefit from the diverse backgrounds and experiences of others. Because of our deep commitment to respect every individual, Deep 6 is an equal opportunity employer.",https://indeed.com//rc/clk?jk=ddbae3ea725bfc92&fccid=ccbe655562f4a05b&vjs=3
30,Junior Data Scientist,Southern California Edison,"Rosemead, CA 91771",,"Job Description
ENERGY FOR WHAT’S AHEAD
Are you looking to make a difference in your career? We’re working on smarter grids, cleaner energy and tools to help people manage energy more efficiently.

About Customer Service
Southern California Edison’s (SCE’s) Customer Service Organizational Unit (CS) shares the responsibility to safely deliver reliable, affordable electricity to our customers. We do this through a focus on ease of experience, expert problem-solving, leveraging insights drawn from data analytics, and through meaningful and timely metric achievement.

You are inspired to work in a company that is forward facing. You want to play a big part in making meaningful decisions. You thrive when using your organizational planning skills, and keen sense of vision, transform and lead an elite team, whose work directly impacts our customers. At the end of the day, you desire to build real change—for the better for everyone. Does this sound like you?

Position Overview
As part of the advanced analytics team, you will be working closely with clients, information architects, data engineers, project/program managers, and other teams to turn data into critical information and insights that can be used to make sound business decisions. This includes providing data that is congruent and reliable. You’ll need to be creative thinker and propose innovative ways to look at problems. You will work the mining of the data for insights, development and implementation of new and advanced forecasting models using advanced statistics and machine learning methods. You’ll validate findings using an experimental and iterative approach. In this role, you will need to be able to present findings to the business by testing hypotheses and presenting in a way that can be understood by business counterparts.

The Junior Data Scientist will be working on solving business problems by helping to develop models, discovering insights, and identifying opportunities with the use of statistical techniques, visualizations, and succinct narratives to describe findings. In addition to advanced analytical skills, the Junior Data Scientist should be integrating and preparing large, varied datasets, applying advanced analytical techniques, and communicating results. Additionally, you will be responsible for:
Some predictive modeling, optimization, and simulation to generate business insights.
Applying pattern recognition techniques to perform descriptive, predictive, and prescriptive insights.
Qualifications
Minimum Qualifications
Bachelor’s degree in a quantitative discipline such as Statistics, Mathematics, Engineering, Computer Science, or information sciences such as business analytics or informatics.
Five (5) years’ experience working in analytical fields.
Two (2) years of experience in data acquisition, data mining, data transformation, cleaning structured/unstructured data, modeling, and machine learning.
Track record of leading and collaborating on Advanced Analytics strategic initiatives.
Proficiency in some combination of SQL, R, Python, SAS (expertise in extracting and transforming large datasets).
Experience in predictive modeling and analysis, algorithm development.
Experience using machine learning algorithms.
Excellent written and oral communication skills and strong interpersonal skills.
Strong problem-solving ability.
Must thrive in a fast-paced environment and be able to work independently.
Desired Qualifications
MS or PhD in a quantitative discipline such as Statistics, Mathematics, Engineering, Computer Science, or information sciences such as business analytics or informatics
Certification in Data Science and/or Predictive Analytics.
Knowledge of one or more business/functional areas in Electrical Utilities domain.
Data modeling knowledge and skills.
Data integration knowledge and skills.
Data life cycle management knowledge and skills.
Experience with dashboards, business intelligence tools, and visualization solutions
Ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets.
Comments
Candidates for this position must be legally authorized to work directly as employees for any employer in the United States without visa sponsorship.
Relocation may not apply to this position.
Southern California Edison, an Edison International (NYSE:EIX) company, serves a population of approximately 15 million via 5 million customer accounts in a 50,000-square-mile service area within Central, Coastal and Southern California. Join the utility leader that is safely delivering reliable, affordable electricity to our customers for over 125 years.

SCE is a proud Equal Opportunity Employer and will not discriminate based on race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status or any other protected status.
#L1-WT1",https://indeed.com//rc/clk?jk=77439bf7fef5b438&fccid=699f2e990e95e8eb&vjs=3
31,Data Scientist (Analytics),Opendoor,"Los Angeles, CA",,"In 2014, we set out to reinvent life’s most important transaction with a new, radically simple way to buy and sell your home. Our mission is to empower everyone with the freedom to move, and we’ve served more than 40,000 customers who have come to Opendoor to make that move easier. Today, with an annual purchase run rate exceeding $6 billion, we buy and sell tens of thousands of houses a year with multiple turns of our inventory per quarter. As a member of our DSA team, you will be directly responsible for optimizing the models and systems that make that possible and informing the strategic direction for our products to ensure we can continue to grow rapidly and sustainably.

We’re seeking an exceptional Data Scientist to join us to work on our core products such as our seller and buyer experiences, internal tools, and pricing algorithms. You will drive data-informed decisions for the business and guide our product direction with your insights.

Day to day you will understand business impact, product decisions, use a combination of statistical modeling and business intuition to uncover insights from our data, and build processes to generate robust metrics for teams to track to.
As a Data Scientist you will:
Partner with product, engineering, operations and finance teams to find opportunities, make smart trade-offs, and understand customer impact of new features
Use data to inform, influence, support, and execute our product decisions
Craft statistical models to gain insights from data and communicate results to partners
Build pipelines to automate generation of metrics to guide the business
Become a domain expert in real-estate
We’re looking for teammates who bring:
3+ years of relevant work experience
Comfort and experience building complex SQL queries
Deep understanding of statistics(e.g. hypothesis testing and regressions)
Familiarity with ETL design and analytics workloads, preferably experience in building maintainable pipelines
Highly self-motivated with the desire to solve open-ended problems
Resourcefulness, pragmatism, and ability to drive business impact
Strong verbal, written, and interpersonal communication skills
Bonus points:
You have experience in experimental design and interpretation
You love delighting customers with honest transparent products and experiences


More About Us
Want to learn more about us and how we are revolutionizing the home buying and selling process? Learn more about us on our website, check out our profile on The Muse to learn more about our culture from our team members, or read our blog posts to hear about the work we are doing.

We Offer the Following Benefits and Perks:Full medical, dental, and vision with optional 70% coverage for dependentsFlexible vacation policyEducational budget to invest in your career development and growthFitness/Commuter Benefit stipendGenerous parental leavePaid time off to volunteer
Please note that these benefits and perks are available only to Full Time team members and do not apply to contract roles.

Opendoor values Openness
Our team celebrates our diverse backgrounds. We believe that being open about who we are and what we do allows us to be better. Individuals seeking employment at Opendoor are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, sexual orientation, gender identity or other protected status under all applicable laws, regulations, and ordinances.",https://indeed.com//rc/clk?jk=ac94ef7b1f624c7e&fccid=7af474979a2ce5fb&vjs=3
32,"Data Scientist, Snap Games",Snapchat,"Los Angeles, CA",,"We are looking for a Data Scientist with a deep passion for gaming to join Snap Games! Snap Games was launched in April 2019 with the belief that games have the power to deepen our relationships with friends and family.
As an integral member of our new games team located in our Santa Monica, CA headquarters, you will play a leading role in developing our ability to analyze data and make strategic, data-informed decisions. You will collaborate closely with product management, partnerships, game design, and engineering to create inventive, data-based approaches to solving difficult business and product problems. You will create detailed analyses on the performance of our games and products. You will help to identify industry trends and portfolio gaps. Your output will become an indispensable resource for our team, who will rely heavily on your insights to inform critical decisions in our games business.
We celebrate those who aren’t afraid to see things differently and who embrace new challenges. Together, we can create an innovative gaming platform that rewards the creativity of game developers from around the world. Snap is just getting started with gaming, and we’re excited for you to help us unfold that story.
What you’ll do:
Proactively develop new analyses and data-driven tools to create and scale insights on our players, our products, and our games
Analyze existing and future games holistically across various dimensions to assess their merits (game design, game mechanics, balance, art, game economy, total addressable audience, etc.)
Create and test hypotheses
Create visuals and dashboards to effectively report your insights
Conduct thorough playtests and reviews of proposals and prototypes for evaluation across various success metrics
Compile regular reports on specific genres or industry trends via infographics, visuals, and research synthesis
Monitor consumer trends across the PC, Console, and Mobile gaming landscapes and share findings with internal teams
Minimum Qualifications:
BS degree in math, statistics, economics, computer science, or other quantitative field
3+ years of experience working in the gaming industry
2+ years of experience analyzing large data sets, visualizing information, and informing company strategy
Fluency in SQL or other big data querying language
A deep understanding of gameplay systems and mechanics
Preferred Qualifications:
MS or Ph.D degree in math, statistics, economics, computer science, or other quantitative field
A strong passion for video games and other interactive entertainment!
A wealth of experience in playing games, with a focus on mobile and social online games.
Strong understanding of free-to-play, social gaming, and game monetization
A detail-oriented, organized person with outstanding communication skills at macro and micro levels
A fast learner who is self-motivated, curious, and open-minded
Ability to thrive in an environment with big challenges, broad impact, and quick turnaround times",https://indeed.com//rc/clk?jk=c3034272f6cbc073&fccid=f368300325e8e8bc&vjs=3
33,Data Scientist,L.A. Care Health Plan,"Los Angeles, CA 90017",,"Established in 1997, L.A. Care Health Plan is an independent public agency created by the state of California to provide health coverage to low-income Los Angeles County residents. We are the nation’s largest publicly operated health plan. Serving more than 2 million members in five health plans, we make sure our members get the right care at the right place at the right time.

Mission: L.A. Care’s mission is to provide access to quality health care for Los Angeles County's vulnerable and low-income communities and residents and to support the safety net required to achieve that purpose.

Job Summary
The Data Scientist is responsible for supporting L.A. Care’s strategic business initiatives through the application of predictive analytics as part of production workflows. This individual will lead projects through the iterative data science process (Stating the Question > Exploratory Data Analysis > Model Building > Interpretation > Communication > Operationalization), collaborating with business, I.T., and data subject matter experts from across the enterprise.

Duties
Ability to query, transform, and integrate data from multiple sources and structures. Research and develop predictive learning models using modeling software.
Effective communication of reproducible analyses and results (including failures), both visually and orally, in peer review and customer settings.
Collaborate and work closely with other departments to identify gaps and structure problems.
Propose solutions and actionable strategies to business challenges.
Work closely with domain experts (both business and data) to understand processes and solution inputs.
Monitor the performance of operationalized predictive models.
Perform other duties as assigned.

Education
Bachelor's Degree in Computer Science and/or Engineering or related field
Experience
Required:
With Bachelor's Degree: 6-8 years of traditional data analysis, including querying, aggregation, basic
statistical analysis, and visualization with the intent to provide business insights (preferably in a health plan).
2+ years of applied predictive modeling in a business setting (preferably in a health plan).
Preferred:
With Master's Degree: 4 years of traditional data analysis, including querying, aggregation, basic statistical
analysis, and visualization with the intent to provide business insights (preferably in a health plan).
Equivalent Experience:
With High School Diploma/GED: 12 years of traditional data analysis, including querying, aggregation, basic
statistical analysis, and visualization with the intent to provide business insights (preferably in a health plan).
With Associate's Degree: 9 years of traditional data analysis, including querying, aggregation, basic statistical analysis, and visualization with the intent to provide business insights (preferably in a health plan).


Skills
Required:
Working knowledge of relational databases, database structures.
Proficiency in Apache Spark, R and SQL (Tableau, Python, and SAS a plus).
Exploratory data analysis capabilities to understand the data. e.g., estimates of location and variability, correlation matrices, feature comparison visualization, trend analysis.
Regression and classification predictive model development and interpretation using: Heuristic/traditional techniques. e.g., linear regression, logistic regression, Naïve Bayes; Supervised machine learning techniques. e.g., decision trees, bootstrap aggregation, boosting, deep learning; Unsupervised machine learning techniques. e.g., k-means clustering, principal component analysis, hierarchical clustering.
Working optimally as part of a cross-functional team.
Ability to initiate and drive projects to completion with minimal guidance.
Ability to problem solve and quickly find solutions on your own.
Strong interpersonal skills, including the ability to influence management at various levels of the organizations.

Additional Information
L.A. Care offers a wide range of benefits including
Paid Time Off (PTO)
Tuition Reimbursement
Retirement Plans
Medical, Dental and Vision
Wellness Program
Volunteer Time Off (VTO)",https://indeed.com//rc/clk?jk=7a39ad181827e170&fccid=d43486ebfbb771d1&vjs=3
34,Data Scientist,Deep 6 AI,"Pasadena, CA",,"Deep 6 AI is a fast-growing tech startup company in Pasadena, California looking for talented, dynamic team members who want to help shape our groundbreaking artificial intelligence platform. Our healthcare technology helps doctors and researchers find patients for clinical trials, speeding up the process significantly and getting life-saving cures to people in need more quickly. Come join a fun team of scientists, engineers and problem-solvers dedicated to innovating in healthcare and improving health and wellness! You’ll enjoy competitive compensation, an awesome work environment in downtown Pasadena, and stock options in a fast-growing tech company! In 2019, we were named one of the Top 50 AI companies by Forbes.

The Opportunity:
As a Data Scientist, you will have the opportunity to incorporate text analysis and machine learning techniques into a large-scale processing pipeline. Our goal is to transform raw medical data into actionable patient information.

What You’ll Do: Develop data-driven insights and machine learning models to identify and extract facts from electronic medical records. Ensure that approaches are scalable and can be deployed across multiple clouds and hospitals. Work in a highly collaborative team of data scientists that work closely with numerous groups throughout D6, hospitals and life sciences companies to ensure the highest impact work is prioritized and delivered. Support the needs of our high-performance Data organization and ensure the team has the resources it needs to succeed.

Requirements: 3+ years experience working as a data scientist, building NLP, Deep Learning or AI applications Strong background in ML, mathematics and statistics, including unsupervised and supervised methods

Preferred Background: M.S. or PhD degree in STEM field, with explicit application of ML/statistics tools/methods Significant experience with ML tools and coding within python and or scala Strong background in time-series analytics, dynamical systems, probabilistic state modeling and/or reinforcement learning Bonus points for significant experience working with large datasets and large-scale production and their accompanying tools (e.g. hadoop, spark, cloud-based architectures, etc.) Experience with large enterprise integrations leveraging contemporary and dated technologies Experience with data science applied to Healthcare systems a plus
The above statements describe the general nature and level of work being performed in this job function. They're not intended to be an exhaustive list of all duties, and indeed additional responsibilities may be assigned by Deep 6.

At Deep 6, we appreciate the opportunity to benefit from the diverse backgrounds and experiences of others. Because of our deep commitment to respect every individual, Deep 6 is an equal opportunity employer.",https://indeed.com//rc/clk?jk=ddbae3ea725bfc92&fccid=ccbe655562f4a05b&vjs=3
35,Data Scientist,Southern California Edison,"Rosemead, CA 91771",,"Job Description
ENERGY FOR WHAT’S AHEAD
Are you looking to make a difference in your career? We’re working on smarter grids, cleaner energy and tools to help people manage energy more efficiently.

About Customer Service
Southern California Edison’s (SCE’s) Customer Service Organizational Unit (CS) shares the responsibility to safely deliver reliable, affordable electricity to our customers. We do this through a focus on ease of experience, expert problem-solving, leveraging insights drawn from data analytics, and through meaningful and timely metric achievement.

You are inspired to work in a company that is forward facing. You want to play a big part in making meaningful decisions. You thrive when using your organizational planning skills, and keen sense of vision, transform and lead an elite team, whose work directly impacts our customers. At the end of the day, you desire to build real change—for the better for everyone. Does this sound like you?

Position Overview
As part of the advanced analytics team, you will be working closely with clients, information architects, data engineers, project/program managers, and other teams to turn data into critical information and insights that can be used to make sound business decisions. This includes providing data that is congruent and reliable. You’ll need to be creative thinker and propose innovative ways to look at problems. You will work the mining of the data for insights, development and implementation of new and advanced forecasting models using advanced statistics and machine learning methods. You’ll validate findings using an experimental and iterative approach. In this role, you will need to be able to present findings to the business by testing hypotheses and presenting in a way that can be understood by business counterparts.

The Data Scientist is responsible for developing and owning models, discovering insights, and identifying opportunities for SCE’s customers, using advanced statistical techniques. In addition to analytical skills, the Data Scientist should be proficient at integrating and preparing large, varied datasets, overseeing the development of advanced analytical solutions, and communicating results. Overall, you will be responsible for:
Generating advanced analytical approaches including predictive modeling, optimization and simulation to generate business insights.
Qualifications
Minimum Qualifications
Bachelor’s degree in a quantitative discipline such as Statistics, Mathematics, Engineering, Computer Science, or information sciences such as business analytics or informatics.
Seven (7) years’ experience working in analytical fields.
Three (3) years of experience data acquisition, data mining, data transformation, cleaning structured/unstructured data, advanced modeling, and machine learning.
Track record of leading and collaborating on Advanced Analytics strategic initiatives.
Proficiency in some combination of SQL, R, Python, SAS; expertise in extracting and transforming large datasets.
Experience using machine learning algorithms.
Experience with dashboards, business intelligence tools, and visualization solutions.
Ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets.
Ability to collaborate with people at all levels and with multi-office/region teams.
Ability to lead small SME teams.
Excellent written and oral communication skills and strong interpersonal skills.
Strong problem-solving ability to generate actionable insights.
Must thrive in a fast-paced environment and be able to work independently.
Knowledge of one or more business/functional areas in Electrical Utilities domain.
Desired Qualifications
MS or PhD in a quantitative discipline such as Statistics, Mathematics, Engineering, Computer Science, or information sciences such as business analytics or informatics
Certification in Data Science and/or Predictive Analytics.
In-depth industry/business knowledge in Electric Utility domain.
Experience in leading and mentoring junior team members, and providing guidance on data science, and advanced analytics development.
Strong Leadership skills and experience.
Data modeling knowledge and skills.
Data integration knowledge and skills.
Data life cycle management knowledge and skills.
Comments
Candidates for this position must be legally authorized to work directly as employees for any employer in the United States without visa sponsorship.
Relocation may apply to this position.
Southern California Edison, an Edison International (NYSE:EIX) company, serves a population of approximately 15 million via 5 million customer accounts in a 50,000-square-mile service area within Central, Coastal and Southern California. Join the utility leader that is safely delivering reliable, affordable electricity to our customers for over 125 years.

SCE is a proud Equal Opportunity Employer and will not discriminate based on race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status or any other protected status.
#L1-WT1",https://indeed.com//rc/clk?jk=923ddcd9ddfe3978&fccid=699f2e990e95e8eb&vjs=3
36,Data Scientist,UCLA Health,"Los Angeles, CA",,"Responsibilities
The Data Scientist is responsible for developing machine learning predictive analytics models by applying advanced statistical and computational methods, and innovating use of data to support UCLA Health Sciences initiatives that drive clinical, financial and operational improvement. The incumbent is expected to understand the clinical, financial and operational issues to be solved and to determine targeted individual and/or linked healthcare data sets (structured and unstructured). The incumbent leverages machine learning tools and algorithms best-suited to solve these issues, interprets outputs, and presents findings to various levels of stakeholders and technical experts.
QualificationsMaster's degree in Computer Science, Mathematics, Statistics, Engineering, or other computational/quantitative field is highly desired. PhD is preferred.2 or more years of advanced data analysis experience and expertise in diverse statistical, data mining techniques and technologies including: neural networks, deep learning, Naive Bayes, regression, random forest, clustering, text mining, social network analysis; Natural Language Processing (NLP); supervised and unsupervised machine learning; model validation, testing, and communication; and machine learning frameworks like scikit-learn, Tensorflow, Keras, pandas, etc.Experience working with Microsoft Azure cloud based technologies is preferredProficiency with a statistical language: R or Python is required and analytical documentation: Jupyter or iPython notebook is preferredStrong programming skills: shell scripting, Python, Perl, C++, SQL and Java are preferredExperience working with Tableau, Power BI, matplotlib, ggplot2 or similar data visualization tool is requiredExperience with healthcare data and/or EHR data is preferredDemonstrated experience synthesizing and analyzing large data and making program recommendations based on that data is requiredExcellent written and communication skills explaining complex quantitative models to business stakeholders, management and executivesExperience performing statistical analysis to quantify the limitations of modelsHigh functioning team skills, including active listening, rapport building, receiving and delegating work assignments
UCLA is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.",https://indeed.com//rc/clk?jk=2efe40d815e4bd1f&fccid=74540dcd08f53d72&vjs=3
